Contract ID,Action Obligation ($),Date Signed,Contracting Agency ID,PSC,NAICS,Region,Business Entity ID
VA248C1572,122851,2010-09-14,3600,Y199,236220,Southeast,JN1MS1MVSNT1
VA248C1574,47942,2010-09-15,3600,Z119,236220,Southeast,JJDCQ1J8FKL5
VA248C1575,19814,2010-09-15,3600,Z119,236220,Southeast,S6H6LZKRYWN1
VA248C1576,217624,2010-09-15,3600,Z149,236220,Southeast,KF62ABNCA498
VA248C1577,24342,2010-09-17,3600,Z141,236220,Southeast,EERXQPG9J2W7
VA248C1580,27742,2010-09-24,3600,Z141,236220,Southeast,HGUTF9NJDLE5
VA248C1581,21007,2010-09-24,3600,Z141,236220,Southeast,EERXQPG9J2W7
VA248C1584,19325,2010-09-27,3600,Z119,236220,Southeast,S6H6LZKRYWN1
VA248C1585,19200,2010-09-27,3600,Z119,236220,Southeast,Z4VAPEHWL9X9
VA248C1587,761197,2010-09-17,3600,Z119,236220,Southeast,L4FUJ4JYDAJ8
VA248C1590,25215,2010-09-20,3600,Z141,236220,Southeast,HGUTF9NJDLE5
VA248C1592,205961,2010-09-21,3600,Z149,236220,Southeast,FJHRPGJTTBH6
VA248C1598,653618,2010-09-30,3600,Z149,236220,Southeast,FJHRPGJTTBH6
VA248C1603,11300,2010-09-29,3600,Z119,236220,Southeast,Z4VAPEHWL9X9
VA249C0652,2948310,2010-09-07,3600,Y141,236220,Southeast,ZAU2MU43CZT1
VA249C0687,814186,2010-09-13,3600,Z141,236220,Southeast,UJMKBK5AMBS4
VA249C0689,1188000,2010-09-17,3600,Z149,236220,Southeast,N3FTABD7BL95
VA249C0698,1070010,2010-09-20,3600,Z141,236220,Southwest,V1UUULNQZWV5
VA249C0760,387000,2010-09-02,3600,Y141,236220,Southeast,NN2QMNS3P9B6
VA249C0764,1884670,2010-09-03,3600,Y141,236220,Midwest,G7P7GKJQZLK6
VA249C0765,2588800,2010-09-07,3600,Y141,236220,Midwest,RSUZTCPDU9B3
VA249C0789,51500,2010-09-20,3600,Z141,236220,Southeast,MJ3NAP1MKMC6
VA249C0850,3250,2010-09-07,3600,Y141,236220,Southeast,ZAU2MU43CZT1
VA249C0855,41825,2010-09-19,3600,Y119,236220,Southeast,HUZALE4M28U4
VA249C0858,203190,2010-09-24,3600,Y149,236220,Southwest,V1UUULNQZWV5
VA249C0872,338322,2010-09-29,3600,Y141,236220,Southeast,F8QJLCJ1F4K8
VA249C1027,807285,2010-09-10,3600,Z141,236220,Southeast,KK2VQ8DRW5B6
VA249C1039,30407,2010-09-22,3600,Z141,236220,Southeast,CLJME3ENNXM6
VA249C1040,45538,2010-09-22,3600,Z141,236220,Southeast,CLJME3ENNXM6
VA249C1042,7921250,2010-09-23,3600,Y149,236220,Southeast,TTK9GVKL9GZ9
VA249C1043,85906,2010-09-23,3600,Y141,236220,Southeast,H61LKCMRF271
VA249C1045,239901,2010-09-23,3600,Z141,236220,Southeast,E36XD6KU5263
VA249P0996,5952,2010-09-08,3600,Z141,236220,Southeast,RAMEDLJSP6Q8
VA249P1012,2408,2010-09-03,3600,Z119,236220,Southeast,KCMBJ2PLZ2M1
VA250C0575,1159999,2010-09-09,3600,Z141,236220,Midwest,JN57WU75KM29
VA250C0576,739772,2010-09-21,3600,Y141,236220,Southeast,HKZJSL7E9ZB3
VA250C0590,607400,2010-09-22,3600,Z141,236220,Midwest,PFKFJR4UWJE8
VA250C0593,4134000,2010-09-28,3600,Z149,236220,Midwest,QR4NEDG58R88
VA250C0595,29191,2010-09-23,3600,Y141,236220,Midwest,P6DVZGM1ZJQ3
VA250C0603,3579000,2010-09-29,3600,Z141,236220,Midwest,PLAZNUWPAFK4
VA250RA0559,1767177,2010-09-24,3600,Y141,236220,Southeast,HKZJSL7E9ZB3
VA251C0882,4018000,2010-09-20,3600,Y141,236220,Midwest,PTSCYLWKCFK3
VA251C0906,19790,2010-09-27,3600,Y149,236220,Midwest,DF5LJX3RQ1Y6
VA255C1536,1277000,2010-09-24,3600,Z141,236220,Southeast,WH7JU3H2JC44
VA255C1538,709100,2010-09-23,3600,Z141,236220,Midwest,NUJKQ1LGCLY6
VA255C1588,548745,2010-09-09,3600,Z141,236220,Midwest,ZHRKJX5UGJY7
VA255C1597,459597,2010-09-15,3600,Z141,236220,Midwest,MU7JCY7R23J8
VA255C1620,24133,2010-09-25,3600,Z141,236220,Midwest,F5NSLK9CFKR1
VA25610C1014,814800,2010-09-20,3600,Y141,236220,Southwest,FH9EB9FL27B6
VA25610C1016,1165000,2010-09-21,3600,Y141,236220,Southeast,QZGMDLEMKB43
VA25610C1017,1381276,2010-09-20,3600,Y141,236220,Southeast,LHQGYCQEGCV1
VA256C0984,122599,2010-09-17,3600,Z149,236220,Southeast,WH7JU3H2JC44
VA256C0991,2021600,2010-09-16,3600,Y111,236220,Southeast,PF1WUVJKDMN5
VA256C1007,116051,2010-09-09,3600,Y111,236220,Southeast,ELJDZX7W6EY5
VA256C1008,508353,2010-09-07,3600,Y139,236220,Southeast,Q8T6WLFFW4W7
VA256C1009,491244,2010-09-27,3600,Y111,236220,Southeast,N1EZT8W66NF6
VA256C1010,368750,2010-09-14,3600,W054,236220,Southeast,LTPUJJSU6WN9
VA256C1020,1378105,2010-09-27,3600,Z141,236220,Southwest,KTG8LSMNW7T1
VA256C1026,3803000,2010-09-03,3600,Y111,236220,Southeast,LTPUJJSU6WN9
VA256C1030,1707324,2010-09-23,3600,Z141,236220,West,JLR9TLU8GAU3
VA256C1051,439000,2010-09-24,3600,Y111,236220,Southwest,LMPFZHDVDB43
VA256C1054,3931,2010-09-15,3600,Y141,236220,Southeast,HN2NP6EAKJG8
VA256C1055,172329,2010-09-30,3600,5680,236220,Southwest,WC7YV2FLQEK5
VA256C1056,763949,2010-09-30,3600,6210,236220,Southeast,PKY8AMMMHL38
VA256C1094,1247565,2010-09-26,3600,Y111,236220,Southwest,WC7YV2FLQEK5
VA257C0592,7321000,2010-09-14,3600,Y249,236220,Southeast,QGQJGRHKLYP6
VA257C0600,942698,2010-09-13,3600,Y149,236220,Southwest,V28JUK3FCSZ3
VA257C0602,5392333,2010-09-21,3600,Y141,236220,Southwest,DK6BPGB7G9R9
VA257C0603,647000,2010-09-16,3600,Y112,236220,Southwest,V28JUK3FCSZ3
VA257C0607,357269,2010-09-15,3600,Y112,236220,Southwest,KKHJFLYKM5M5
VA257C0608,5575000,2010-09-28,3600,Y112,236220,Southwest,LRJTWY6V5TB7
VA257C0609,2726500,2010-09-28,3600,Y119,236220,Southwest,KJT8XJLBGVM5
VA258C0418,6162000,2010-09-29,3600,Y141,236220,Southwest,E36XM3N7JKU1
VA258C0419,7192000,2010-09-29,3600,Z299,236220,Southwest,MKE5GAFKJVC3
VA258C0446,3648000,2010-09-15,3600,Y127,236220,West,JUHDFA8S7NU8
VA258C0451,783468,2010-09-29,3600,Z141,236220,West,V8HUM67HCV78
VA258C0471,3698012,2010-09-26,3600,Y127,236220,Southwest,K514LY25RBX5
VA259C0794,77180,2010-09-07,3600,Y149,236220,West,JLR9TLU8GAU3
VA259C0906,96500,2010-09-14,3600,Y141,236220,West,J9SFCLHFELQ3
VA259C0910,36911,2010-09-21,3600,Y141,236220,West,UXTXZJLNAM73
VA259C0912,28402,2010-09-21,3600,Y141,236220,West,J9SFCLHFELQ3
VA259C0916,288000,2010-09-30,3600,Z141,236220,West,JLR9TLU8GAU3
VA259C0917,794868,2010-09-28,3600,Z141,236220,West,ZF9TWHMF62K3
VA259C0918,81358,2010-09-28,3600,Y141,236220,West,JJXLTLEU5UN5
VA259C0919,640396,2010-09-27,3600,Z141,236220,West,TRKLML6DKAH8
VA260C0857,7313371,2010-09-29,3600,Y141,236220,West,HJ81BFCJ26L6
VA260C0896,6149387,2010-09-30,3600,Y141,236220,West,XA3ERJP68989
VA261C0922,598608,2010-09-30,3600,Y142,236220,West,TRPTENN6HBL5
VA261C0932,799948,2010-09-24,3600,Y152,236220,West,N6F2MJSH4WM8
VA261P0940,267500,2010-09-24,3600,Y111,236220,Midwest,CA5JQFEMJDD5
VA262C0981,359294,2010-09-29,3600,Z141,236220,West,CHHHTAY4LJH4
VA262C0998,1455555,2010-09-23,3600,Z141,236220,West,SLM7RNSKD525
VA262C1015,384099,2010-09-27,3600,Z141,236220,West,NXA1MBPLCNM7
VA262C1017,532111,2010-09-23,3600,Z141,236220,Southwest,K514LY25RBX5
VA262C1020,191507,2010-09-27,3600,Z141,236220,West,CHHHTAY4LJH4
VA262C1024,344723,2010-09-27,3600,Z141,236220,West,XE9DSUDNYUL6
VA262C1027,295450,2010-09-28,3600,Z141,236220,West,CHHHTAY4LJH4
VA262C1028,428900,2010-09-28,3600,Z141,236220,West,CHHHTAY4LJH4
VA262C1031,557486,2010-09-29,3600,Z141,236220,West,CHHHTAY4LJH4
VA262C1032,542514,2010-09-29,3600,Z141,236220,West,CHHHTAY4LJH4
VA262C1033,375578,2010-09-29,3600,Z141,236220,West,CHHHTAY4LJH4
VA262C1043,155276,2010-09-28,3600,Z141,236220,West,SNY2E15Q41M5
VA263C0901,89571,2010-09-21,3600,Y142,236220,Midwest,LA88GDNY89G5
VA263C0905,95800,2010-09-25,3600,Z149,236220,Midwest,DT8NFS81TL85
VA263C0906,167700,2010-09-25,3600,Z141,236220,Midwest,ZGMDQGLRYU73
VA263C0909,65000,2010-09-25,3600,Z149,236220,Midwest,XZ9LJUBMLHL5
VA263C0984,1100000,2010-09-10,3600,Z141,236220,Midwest,Z4W9XSFLRJL1
VA263C1022,3406000,2010-09-10,3600,Y141,236220,Midwest,CJKJNUVTMAJ7
VA263C1025,108562,2010-09-21,3600,Z141,236220,Midwest,W3CVNYH2ELN5
VA263C1027,1823550,2010-09-29,3600,Z141,236220,Midwest,MFQME6WGY8S1
VA263C1032,198609,2010-09-29,3600,Z141,236220,Midwest,P3CTJ2KMB3J8
VA263C1033,1898194,2010-09-17,3600,Y141,236220,Midwest,H8KMD811NZE3
VA263C1035,1512650,2010-09-13,3600,Z141,236220,Midwest,CJKJNUVTMAJ7
VA263C1036,134450,2010-09-02,3600,Y141,236220,Midwest,CJKJNUVTMAJ7
VA263C1037,7865900,2010-09-24,3600,Y141,236220,Midwest,U26VNZTQ5JF3
VA263C1038,2380907,2010-09-24,3600,Z141,236220,Midwest,CJKJNUVTMAJ7
VA263C1039,476249,2010-09-27,3600,Y141,236220,Midwest,M2XWY7ZHLYB4
VA263C1048,171677,2010-09-06,3600,Y141,236220,Midwest,W4WCUB21EFY1
VA263C1056,245000,2010-09-17,3600,Y141,236220,Midwest,RSUZTCPDU9B3
VA263C1059,243508,2010-09-09,3600,Z141,236220,Midwest,LA1BV9DM1WE6
VA263C1060,124965,2010-09-09,3600,Z141,236220,Midwest,HXEMD2MKRMQ6
VA263C1061,210253,2010-09-17,3600,Y142,236220,Midwest,ZGMDQGLRYU73
VA263C1062,83790,2010-09-13,3600,Z141,236220,Midwest,DFGXFLY7UM41
VA263C1063,42838,2010-09-22,3600,Y142,236220,Midwest,NWCNVECUC8A5
VA263C1064,1829500,2010-09-17,3600,Z141,236220,Midwest,ZJE3GTWE6D36
VA263C1065,2755657,2010-09-17,3600,Y141,236220,West,V8HUM67HCV78
VA263C1067,47029,2010-09-20,3600,Z141,236220,Midwest,M2XWY7ZHLYB4
VA263C1068,495000,2010-09-21,3600,Y149,236220,Southeast,LKB5PV36BA74
VA263C1069,625800,2010-09-23,3600,Z111,236220,West,F7JVEZDEMLM1
VA263C1070,21955,2010-09-30,3600,Y249,236220,Midwest,SGDJVD6VD2N5
VA263C1071,66372,2010-09-22,3600,Z141,236220,Midwest,HT7SSM2JCHM5
VA263C1072,76174,2010-09-20,3600,Z141,236220,Midwest,Z4W9XSFLRJL1
VA263C1074,143666,2010-09-23,3600,Z149,236220,Midwest,DGYUJXPRNVN6
VA263C1077,297133,2010-09-22,3600,Z141,236220,Midwest,LA1BV9DM1WE6
VA263C1081,246221,2010-09-24,3600,Z141,236220,West,NJMHTENDJKG6
VA263C1082,44565,2010-09-23,3600,Y141,236220,Midwest,H8KMD811NZE3
VA263C1083,1100000,2010-09-29,3600,Z141,236220,Southeast,LKB5PV36BA74
VA263C1095,59647,2010-09-29,3600,Z149,236220,Midwest,P17BRJ757AW8
VA263C1096,246200,2010-09-29,3600,Z149,236220,Midwest,KLUGKF8MJCS9
VA263RA0950,250285,2010-09-18,3600,Z141,236220,Midwest,UL7SN5LNUE29
VA438C09274,14920,2010-09-27,3600,Y142,236220,Midwest,ZGMDQGLRYU73
VA528C0747,108900,2010-09-10,3600,Z141,236220,Northeast,WEERNTNCHPV6
VA528C0775,53888,2010-09-20,3600,Z199,236220,Northeast,TMN5DQ7NAU11
VA528C0784,216308,2010-09-16,3600,Z141,236220,Northeast,FLJBXP8TEX77
VA528C0786,279351,2010-09-17,3600,Z141,236220,Northeast,ZF9NMTKAM3W6
VA528C0788,24460,2010-09-02,3600,C114,236220,Northeast,H43JZNJKKHK6
VA528C0791,29331,2010-09-24,3600,N099,236220,Northeast,ZBKZY35N8415
VA528C0793,68540,2010-09-07,3600,C114,236220,Northeast,G2LKQQMH16L8
VA528C0802,2918639,2010-09-24,3600,AD61,236220,Northeast,UT7KFVMYAPK4
VA528C0805,6349500,2010-09-30,3600,Y224,236220,Northeast,G71JBCGMCWF7
VA69DC0338,1227000,2010-09-20,3600,Z141,236220,Midwest,HW2AAP4E7K52
VA69DC0684,381694,2010-09-27,3600,Z141,236220,Midwest,ZJE3GTWE6D36
VA69DC1568,8701509,2010-09-10,3600,Z149,236220,Southeast,MBV8L2F9QZ64
VA69DC1570,6540000,2010-09-24,3600,Z141,236220,Midwest,PTSCYLWKCFK3
VA69DC1591,1579000,2010-09-17,3600,Z141,236220,Midwest,ZHN5JLVRSX99
VA69DC1593,1598000,2010-09-21,3600,Z141,236220,Midwest,ZHN5JLVRSX99
VA69DC1614,143143,2010-09-22,3600,Z149,236220,Midwest,S6Y5P4L86656
VA69DC1622,628950,2010-09-23,3600,Z141,236220,Midwest,UECGKF7MJ4J5
VA69DC1628,4769000,2010-09-27,3600,Y149,236220,Midwest,PTSCYLWKCFK3
VA69DC1629,1088882,2010-09-30,3600,Z149,236220,Southeast,MBV8L2F9QZ64
VA69DC1632,1181820,2010-10-01,3600,Z149,236220,Midwest,T4ZJDAHKNZZ2
VA69DC1637,72750,2010-09-24,3600,Z141,236220,Midwest,T4ZJDAHKNZZ2
VA69DRA1526,1630017,2010-09-02,3600,Z141,236220,Midwest,T4ZJDAHKNZZ2
VA701C0066,4169180,2010-09-13,3600,Y141,236220,Northeast,LKC1YLJ12NB4
VA701C0067,3754141,2010-09-14,3600,Y141,236220,Northeast,FLJBXP8TEX77
VA701C0068,1656662,2010-09-13,3600,Y249,236220,Southeast,KN2NKAC3AQD1
VA701C0071,4096298,2010-09-20,3600,Y141,236220,West,N9Z1C5CLSQ91
VA701C0072,5825463,2010-09-20,3600,Y141,236220,Northeast,UT7KFVMYAPK4
VA701C0075,2771436,2010-09-13,3600,Y141,236220,Southeast,W1V5JS5H4UR5
VA701C0076,1306300,2010-09-13,3600,Y141,236220,Midwest,JN57WU75KM29
VA701C0080,4879045,2010-09-24,3600,Y141,236220,Midwest,MPK9F1KCWCS6
VA701C0082,3316547,2010-09-13,3600,Y141,236220,Midwest,H8KMD811NZE3
VA701C0084,989838,2010-09-22,3600,Y141,236220,West,N6F2MJSH4WM8
VA701C0090,433398,2010-09-30,3600,Y141,236220,West,T5HAA9MUMDU4
VA786AC0358,113000,2010-09-14,3600,Z300,236220,Southeast,E6MNUD8QJBL5
VA786AC0374,59400,2010-09-15,3600,Y159,236220,Midwest,EMFSHF3JPJV3
VA786AC0378,50936,2010-09-17,3600,Y152,236220,Northeast,R34MRBPK3E94
VA786AC0395,146974,2010-09-29,3600,Y299,236220,Southeast,M6L3LA3Q3293
W25G1V10C0042,4171735,2010-09-09,2100,Z179,236220,Northeast,SD1AGRJHK9C5
W52P1J10C3034,974444,2010-09-28,2100,Y179,236220,Southeast,KUDNLLNY6A87
W56HZV10CL592,1577079,2010-09-28,2100,Z155,236220,Midwest,GBJ2UMW56NW9
W56HZV10CL631,240266,2010-09-29,2100,Z155,236220,Midwest,GBJ2UMW56NW9
W56HZV10CL637,155000,2010-09-30,2100,Z155,236220,Midwest,JKZJSLL3NTJ7
W56HZV10CL642,498000,2010-09-30,2100,Z111,236220,Midwest,VYD3DYLCAUR6
W5J9JE10C0035,2199841,2010-09-11,2100,Y199,236220,Southeast,NN2NGPDNCK23
W5J9JE10C0036,2108700,2010-09-04,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W5J9JE10C0038,1988000,2010-09-20,2100,Y199,236220,Southeast,NN2NGPDNCK23
W5J9JE10C0039,2222187,2010-09-03,2100,Y199,236220,Southeast,NN2NGPDNCK23
W5J9JE10C0065,2491930,2010-09-04,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W5J9JE10C0066,1757019,2010-09-14,2100,Y199,236220,Southeast,NN2NGPDNCK23
W5J9JE10C0068,1714719,2010-09-03,2100,Y199,236220,Southeast,NN2NGPDNCK23
W5J9JE10C0069,1831335,2010-09-30,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W5J9JE10C0070,4913800,2010-09-16,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W5J9JE10C0072,1403346,2010-09-10,2100,Y199,236220,Southeast,NN2NGPDNCK23
W5J9JE10C0073,16951000,2010-09-15,2100,Y179,236220,Southeast,LN9PU5M2YZN5
W5J9JE10C0077,198900,2010-09-16,2100,Y199,236220,Southeast,NN2NGPDNCK23
W5J9JE10C0078,176280,2010-09-28,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W5J9JE10C0080,553865,2010-09-28,2100,Y111,236220,Southeast,NN2NGPDNCK23
W5J9JE10C0084,354835,2010-09-28,2100,Y163,236220,Southeast,NN2NGPDNCK23
W5J9LE10C0031,40629040,2010-09-06,2100,Y199,236220,Southeast,KA5HQCLKUVW1
W5J9LE10C0033,22022,2010-09-22,2100,Y111,236220,Southeast,KA5HQCLKUVW1
W5J9LE10C0035,971700,2010-09-27,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W5J9LE10C0037,101328,2010-09-27,2100,Y152,236220,Southeast,LN9PU5M2YZN5
W5J9LE10C0038,163540,2010-09-27,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W5J9LE10C0040,92520,2010-09-27,2100,Y152,236220,Southeast,LN9PU5M2YZN5
W5J9LE10C0041,1696168,2010-09-26,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W5J9LE10C0043,13341,2010-09-26,2100,Y111,236220,Southeast,KA5HQCLKUVW1
W5J9LE10C0044,16250,2010-09-27,2100,Y152,236220,Southeast,LN9PU5M2YZN5
W5K9FH10C0186,3197308,2010-09-26,2100,5410,236220,Southeast,NN2NGPDNCK23
W5K9UR10C7124,614448,2010-09-28,2100,Y111,236220,Southeast,LN9PU5M2YZN5
W5K9UR10C7125,606158,2010-09-28,2100,Y119,236220,Southeast,KA5HQCLKUVW1
W5K9UR10C7126,691717,2010-09-28,2100,Y119,236220,Southeast,NN2NGPDNCK23
W5KA4N10C0121,2111,2010-09-13,2100,5680,236220,Southeast,LN9PU5M2YZN5
W5KA4N10C0128,170423,2010-09-13,2100,5680,236220,Southeast,NN2NGPDNCK23
W5KA4N10C0133,438000,2010-09-14,2100,5680,236220,Southeast,LN9PU5M2YZN5
W5KA4N10C0135,480409,2010-09-13,2100,5680,236220,Southeast,LN9PU5M2YZN5
W5KA4N10C0147,53874,2010-09-19,2100,5680,236220,Southeast,NN2NGPDNCK23
W5KA4N10C0152,16250,2010-09-22,2100,Y300,236220,Southeast,LN9PU5M2YZN5
W81XWH10C0282,124293,2010-09-28,2100,Y159,236220,Southeast,JDKWFKD2C665
W81XWH10C0285,59639,2010-09-27,2100,Y159,236220,Southeast,GBJWUJKLCK29
W81XWH10C0286,302113,2010-09-28,2100,Y162,236220,Southeast,JDKWFKD2C665
W90U4210C4136,274603,2010-09-18,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W90U4210C4145,159802,2010-09-20,2100,Y112,236220,Southeast,LN9PU5M2YZN5
W90U4210C4161,31225,2010-09-05,2100,Y112,236220,Southeast,LN9PU5M2YZN5
W90U4210C4168,144313,2010-09-16,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W90U4210C4169,14510,2010-09-09,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W90U4210C4170,36060,2010-09-07,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W90U4210C4176,278706,2010-09-18,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W90U4210C4177,189393,2010-09-18,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W90U4210C4178,599424,2010-09-18,2100,Y199,236220,Southeast,LN9PU5M2YZN5
W90U4210CRP04,828524,2010-09-15,2100,Y112,236220,Southeast,LN9PU5M2YZN5
W90YVD10C5010,231607,2010-09-08,2100,Y299,236220,Southeast,LN9PU5M2YZN5
W90YVD10C5014,153102,2010-09-09,2100,Y299,236220,Southeast,LN9PU5M2YZN5
W90YVD10C5015,19649,2010-09-09,2100,Y299,236220,Southeast,LN9PU5M2YZN5
W90YVD10C5019,38443,2010-09-17,2100,Y299,236220,Southeast,LN9PU5M2YZN5
W90YVD10C5022,11813,2010-09-24,2100,Y299,236220,Southeast,LN9PU5M2YZN5
W90YVD10C5025,42258,2010-09-28,2100,Y299,236220,Southeast,LN9PU5M2YZN5
W90YVD10C5026,200967,2010-09-26,2100,Y299,236220,Southeast,NN2NGPDNCK23
W9115110C0146,517000,2010-09-02,2100,Y199,236220,Southwest,SLNEC19FX6G5
W9115110C0147,494891,2010-09-02,2100,Y199,236220,Southwest,SLNEC19FX6G5
W9115110C0148,538912,2010-09-02,2100,Y199,236220,Southwest,CDCAHGHUJEL5
W9115110C0149,486840,2010-09-02,2100,Y199,236220,Southwest,SLNEC19FX6G5
W9115110C0150,481000,2010-09-02,2100,Y199,236220,Southwest,DAFGSTGN14L3
W9115110C0151,477014,2010-09-02,2100,Y199,236220,Southwest,SLNEC19FX6G5
W9115110C0157,535084,2010-09-22,2100,Y119,236220,Southwest,SHJ9N1LLBLN1
W9115110C0158,149499,2010-09-07,2100,Y119,236220,Southwest,DJGPSGEE74Q6
W9115110C0172,692630,2010-09-22,2100,Y199,236220,West,DC4LHY5LJ391
W9115110C0181,614895,2010-09-10,2100,Y199,236220,Southwest,DAFGSTGN14L3
W9115110C0189,140600,2010-09-13,2100,Y119,236220,West,JQUWCG4P3N21
W911QY10C0228,150825,2010-09-18,2100,Z111,236220,West,D6XCSLLLB757
W911QY10C0233,134134,2010-09-22,2100,Z111,236220,Northeast,MMLYTN8LSET7
W911QY10C0234,122400,2010-09-22,2100,Z111,236220,Northeast,XN2TFGKCHQG6
W911QY10C0236,500205,2010-09-24,2100,Z111,236220,West,D6XCSLLLB757
W911QY10C0238,369338,2010-09-27,2100,Z111,236220,Northeast,XN2TFGKCHQG6
W911QY10C0239,705561,2010-09-28,2100,Z111,236220,Northeast,UY7EJMGP7D94
W911QY10C0240,116012,2010-09-28,2100,Z111,236220,Northeast,XFNNVZ13V5W5
W911QY10C0241,109500,2010-09-28,2100,Z111,236220,Northeast,XN2TFGKCHQG6
W911QY10C0244,177999,2010-09-29,2100,Z111,236220,Northeast,XN2TFGKCHQG6
W911QY10C0245,445223,2010-09-29,2100,Z111,236220,West,CXUJGWBBW4V5
W911RZ10C0205,417629,2010-09-03,2100,Y300,236220,West,M4K3FWJEL964
W911RZ10C0211,2062482,2010-09-25,2100,Y199,236220,West,DEL7AM91JG87
W911RZ10C0212,388000,2010-09-24,2100,Y199,236220,West,GCKGDKNCYW41
W911RZ10C0215,790110,2010-09-28,2100,Y163,236220,West,TMAXE6832NK3
W911RZ10C0216,722277,2010-09-28,2100,Y199,236220,West,TMAXE6832NK3
W911S110C0030,218875,2010-09-20,2100,Z111,236220,Northeast,W89KZNBKUV97
W911S110C0031,176603,2010-09-22,2100,Z299,236220,Northeast,KLZNCFYVMM67
W911S710C0022,375711,2010-09-14,2100,Y199,236220,Midwest,LBJPP5NKADM5
W911S710C0030,115000,2010-09-15,2100,Z111,236220,Southeast,VJHJWXA1H6B6
W911S710C0031,581000,2010-09-16,2100,Y299,236220,Midwest,DVVRBP6DDP86
W911S710C0033,879129,2010-09-22,2100,Z111,236220,Southwest,CDCAHGHUJEL5
W911S710C0039,66163,2010-09-23,2100,Z111,236220,Midwest,LYQ1KDY8ZED5
W911S710C0049,155190,2010-09-28,2100,Z111,236220,Midwest,DVVRBP6DDP86
W911S710C0052,8275,2010-09-27,2100,Z111,236220,Midwest,LULALGMFNKK5
W911S710C0053,19620,2010-09-26,2100,Z199,236220,Midwest,N578ZLNW7KY5
W911S710C0065,473569,2010-09-28,2100,Y199,236220,Midwest,DVVRBP6DDP86
W911S710C0067,249917,2010-09-29,2100,Y199,236220,West,DC4LHY5LJ391
W911S710C0071,107171,2010-09-29,2100,Z111,236220,West,DC4LHY5LJ391
W911S710C0073,18200,2010-09-29,2100,Z111,236220,Midwest,K7KYAC5A7921
W911SA10C0017,471584,2010-09-08,2100,Z299,236220,Midwest,ZJE3GTWE6D36
W911SA10C0018,164870,2010-09-09,2100,Z111,236220,Midwest,ZJE3GTWE6D36
W911SA10C0021,476700,2010-09-23,2100,Z299,236220,Midwest,N1ZDX9JCGBD7
W911SA10C0022,226119,2010-09-19,2100,Z163,236220,Midwest,T9RBJANJKDB7
W911SA10C0025,676260,2010-09-24,2100,Y179,236220,Midwest,NWVBJ1ZR5R76
W911SG10C0032,365090,2010-09-27,2100,Y300,236220,Southwest,K8YNNAK6S5J3
W911SG10C0034,4399,2010-09-29,2100,Z199,236220,Southwest,HJMDP2KDK353
W911SG10C0037,232603,2010-09-29,2100,Z165,236220,Southwest,DQANSJ7U3EJ5
W911SG10C0041,2498620,2010-09-29,2100,Z165,236220,Southwest,LGN3H5JD11V1
W911SG10C0042,133856,2010-09-30,2100,Z119,236220,Southwest,QYM3MDBPAXA3
W911SG10C0043,649944,2010-09-30,2100,Y300,236220,Southwest,LGN3H5JD11V1
W9123610C0079,1736636,2010-09-24,2100,Y139,236220,Southeast,NMJMACJ2KNT6
W9123810C0039,1966988,2010-09-24,2100,Y299,236220,West,VSNSDB8FE589
W9123810C0043,1446843,2010-09-30,2100,Z199,236220,West,VXRWZCLX3CD7
W9124210C0004,3439445,2010-09-28,2100,Y300,236220,Southeast,KT1JT82BA7F4
W9124710C0062,249092,2010-09-30,2100,Z299,236220,Southeast,DS8WBQ4DJ2M9
W9124710C0065,1848402,2010-09-30,2100,Y179,236220,Southeast,YJBKFTUDUU85
W9124810C0027,797000,2010-09-15,2100,Z111,236220,Midwest,H3NDXJ1DTLE5
W9124B10C0025,6645,2010-09-21,2100,Y199,236220,West,L7ASWUPWKGK3
W9124C10C0023,135000,2010-09-29,2100,Y131,236220,Southeast,HDKPXS1MK486
W9124C10C0034,267582,2010-09-30,2100,Y300,236220,Southeast,CM49X4YUKSF3
W9124D10C0037,89833,2010-09-15,2100,Z111,236220,Southwest,C18GHYTABAV5
W9124D10C0038,28421,2010-09-15,2100,Z111,236220,Southwest,C18GHYTABAV5
W9124E10C0004,1025999,2010-09-20,2100,Y164,236220,Southeast,VN2AL724JED7
W9124E10C0005,1027539,2010-09-21,2100,Y164,236220,Southeast,VN2AL724JED7
W9124E10C0008,750000,2010-09-28,2100,Y119,236220,Southeast,VN2AL724JED7
W9124J10C0040,347479,2010-09-29,2100,Z179,236220,Southwest,EHASYEQPZYS3
W9124L10C0009,958938,2010-09-17,2100,Y119,236220,Southwest,EAC2ZV5JYJ96
