,Unnamed: 0,Contract ID,Contracting Agency ID,Number of Sub-Award Transactions,Sub-Award Obligation Sum,Percent of Prime Award (Sub-Award)
2153,2153,36C77624C0095,3600,Empty,Empty,Empty
2154,2154,W912DQ10C4013,2100,Empty,Empty,Empty
2155,2155,N6247306C4314,1700,Empty,Empty,Empty
2156,2156,W912QR09C0027,2100,Empty,Empty,Empty
2157,2157,AG04T1C100033,12C2,Empty,Empty,Empty
2158,2158,GS01P11NFC0024,4740,Empty,Empty,Empty
2159,2159,W9124712C0056,2100,Empty,Empty,Empty
2160,2160,W9124M07C0022,2100,Empty,Empty,Empty
2161,2161,GS09P14KZC0010,4740,Empty,Empty,Empty
2162,2162,36C24623C0019,3600,Empty,Empty,Empty
2163,2163,W9123807C0021,2100,Empty,Empty,Empty
2164,2164,HQ003416C0030,97F5,Empty,Empty,Empty
2165,2165,F3160103C0022,5700,Empty,Empty,Empty
2166,2166,N4008509C0200,1700,Empty,Empty,Empty
2167,2167,W912DW06C0016,2100,0,$0,0%
2168,2168,W91QV112C0026,2100,,,
2169,2169,AG32SCC130066,12H2,,,
2170,2170,N4008508C8468,1700,Empty,Empty,Empty
2171,2171,GS08P05JBC0125,4740,0,$0,0%
2172,2172,47PG0219C0003,4740,,,
2173,2173,VA255C0754,3600,0,$0,0%
2174,2174,W9124Q04C0228,2100,0,$0,0%
2175,2175,VA69DRA1424,3600,0,$0,0%
2176,2176,GS11P11YEC0128,4740,0,$0,0%
2177,2177,W912L112C0025,2100,0,$0,0%
2178,2178,GS07P12URC0009,4740,0,$0,0%
2179,2179,VA26316C0078,3600,3,$3.81 Million,68.0%
2180,2180,19AQMM24C0066,1900,0,$0,0%
2181,2181,V648C80350,3600,0,$0,0%
2182,2182,W919QA11C0086,2100,0,$0,0%
2183,2183,VA32313C0007,3600,0,$0,0%
2184,2184,36C26223C0248,3600,0,$0,0%
2185,2185,W9128F06C0005,2100,Empty,Empty,Empty
2186,2186,GS10P07LTC0058,4740,0,$0,0%
2187,2187,FA485513C0025,5700,Empty,Empty,Empty
2188,2188,HSCG4715C3EFK03,7008,0,$0,0%
2189,2189,VA24516C0131,3600,0,$0,0%
2190,2190,GS11P17NWC0036,4740,,,
2191,2191,VA24813C0047,3600,0,$0,0%
2192,2192,GS09P16WFC7000,4740,Empty,Empty,Empty
2193,2193,GS08P15JAC7003,4740,0,$0,0%
2194,2194,47PK1121C0012,4740,,,
2195,2195,36C24225C0010,3600,0,$0,0%
2196,2196,F4065003C0058,5700,Empty,Empty,Empty
2197,2197,GS11P04MKC0016,4740,0,$0,0%
2198,2198,VA244C1319,3600,0,$0,0%
2199,2199,W912PM17C0013,2100,0,$0,0%
2200,2200,36C10F19C0012,3600,,,
2201,2201,W22G1F06C0004,2100,0,$0,0%
2202,2202,DTFASW07C00006,6920,0,$0,0%
2203,2203,W912HN13C0011,2100,Empty,Empty,Empty
2204,2204,N6945010C2580,1700,Empty,Empty,Empty
2205,2205,W911KB11C0012,2100,Empty,Empty,Empty
2206,2206,V678C8008A,3600,Empty,Empty,Empty
2207,2207,VA69D14C0281,3600,Empty,Empty,Empty
2208,2208,VA26315C0167,3600,Empty,Empty,Empty
2209,2209,DJBP0700COBO077,1540,Empty,Empty,Empty
2210,2210,W50S6N23C0004,2100,Empty,Empty,Empty
2211,2211,GS09P10WLC0007,4740,0,$0,0%
2212,2212,GS08P10VPC0027,4740,0,$0,0%
2213,2213,N4008514C6761,1700,Empty,Empty,Empty
2214,2214,GS04P11EXC0081,4740,0,$0,0%
2215,2215,GS06P16TEC7030,4740,,,
2216,2216,W91QV119C0038,2100,,,
2217,2217,AG82FTC050006,12C2,0,$0,0%
2218,2218,VA244C1400,3600,0,$0,0%
2219,2219,DTFAAC12C00024,6920,,,
2220,2220,GS08P14JBP0059,4740,0,$0,0%
2221,2221,GS11P15YMC0105,4740,0,$0,0%
2222,2222,36C24119C0093,3600,Empty,Empty,Empty
2223,2223,VA255C0344,3600,0,$0,0%
2224,2224,FA810116C0008,5700,Empty,Empty,Empty
2225,2225,W912QR12C0038,2100,0,$0,0%
2226,2226,VA262C0125,3600,,,
2227,2227,VA255C1227,3600,0,$0,0%
2228,2228,70Z04718CFRCGAL00,7008,,,
2229,2229,47PE0720C0043,4740,,,
2230,2230,V688C40592,3600,0,$0,0%
2231,2231,W15QKN22C5025,2100,,,
2232,2232,6973GH23C00094,6920,,,
2233,2233,W911S713C0004,2100,0,$0,0%
2234,2234,INL07PC05115,1422,Empty,Empty,Empty
2235,2235,AG4568C140063,12C2,0,$0,0%
2236,2236,GS10P12XFC0007,4740,0,$0,0%
2237,2237,VA605C0025,3600,0,$0,0%
2238,2238,W50S7723C0003,2100,,,
2239,2239,DOC50PAPT0401026,1344,0,$0,0%
2240,2240,W911SD06C0030,2100,0,$0,0%
2241,2241,FA442723C0005,5700,Empty,Empty,Empty
2242,2242,GS11P09YEC0211,4740,0,$0,0%
2243,2243,VA244C1707,3600,0,$0,0%
2244,2244,DABK3703C0054,2100,Empty,Empty,Empty
2245,2245,W912J208C0002,2100,0,$0,0%
2246,2246,VA263C1193,3600,3,"$350,240",44.7%
2247,2247,W912DW07C0008,2100,0,$0,0%
2248,2248,VA25913C0200,3600,0,$0,0%
2249,2249,W50SLF22C0003,2100,Empty,Empty,Empty
2250,2250,VA255C0240,3600,Empty,Empty,Empty
2251,2251,VA25912C0181,3600,Empty,Empty,Empty
2252,2252,SALMEC05C0018,1900,Empty,Empty,Empty
2253,2253,VA248C1385,3600,Empty,Empty,Empty
2254,2254,VA26316C0091,3600,Empty,Empty,Empty
2255,2255,47PE0222C0039,4740,Empty,Empty,Empty
2256,2256,VA261C0490,3600,Empty,Empty,Empty
2257,2257,DJDEA06C0039,1524,Empty,Empty,Empty
2258,2258,VA246C0270,3600,Empty,Empty,Empty
2259,2259,GS04P09RDP0039,4740,Empty,Empty,Empty
2260,2260,W5J9JE12C0116,2100,Empty,Empty,Empty
2261,2261,GS09P14WKC0045,4740,Empty,Empty,Empty
2262,2262,N6945009C5084,1700,Empty,Empty,Empty
2263,2263,VA248C1541,3600,Empty,Empty,Empty
2264,2264,75F40119C10063,7524,Empty,Empty,Empty
2265,2265,W912DR24C0045,2100,Empty,Empty,Empty
2266,2266,VA256C0372,3600,Empty,Empty,Empty
2267,2267,W912JV14C0007,2100,Empty,Empty,Empty
2268,2268,47PB0622C0008,4740,Empty,Empty,Empty
2269,2269,47PK1223C0016,4740,Empty,Empty,Empty
2270,2270,V60008568A,3600,Empty,Empty,Empty
2271,2271,47PK1220C0018,4740,Empty,Empty,Empty
2272,2272,1605AE20C0004,1605,Empty,Empty,Empty
2273,2273,15A00024CAQA00271,1560,Empty,Empty,Empty
2274,2274,FA308909C0004,5700,Empty,Empty,Empty
2275,2275,GS11P11YEC0173,4740,Empty,Empty,Empty
2276,2276,VA247C1616,3600,Empty,Empty,Empty
2277,2277,SWHARC07C0006,1900,Empty,Empty,Empty
2278,2278,GS07P12HHC0046,4740,Empty,Empty,Empty
2279,2279,DOCSB134113CN0068,1341,Empty,Empty,Empty
2280,2280,36C25919C0153,3600,Empty,Empty,Empty
2281,2281,W9127819C0028,2100,Empty,Empty,Empty
2282,2282,47PK1322C0003,4740,,,
2283,2283,140A2324C0037,1450,,,
2284,2284,W911SD06C0016,2100,0,$0,0%
2285,2285,W91B4M10C4004,2100,0,$0,0%
2286,2286,GS10P05XAC0075,4740,0,$0,0%
2287,2287,W91SMC12C0003,2100,0,$0,0%
2288,2288,VA24512C0114,3600,0,$0,0%
2289,2289,FA486118CB032,5700,Empty,Empty,Empty
2290,2290,140L3721C0002,1422,,,
2291,2291,W912DY23C0065,2100,,,
2292,2292,GS09P12WDC0003,4740,,,
2293,2293,W912DQ23C4007,2100,0,$0,0%
2294,2294,VA244C0108,3600,0,$0,0%
2295,2295,W912DS13C0006,2100,0,$0,0%
2296,2296,V564C355,3600,0,$0,0%
2297,2297,VA460C0015,3600,0,$0,0%
2298,2298,N6945011C5823,1700,Empty,Empty,Empty
2299,2299,VA25112C0083,3600,0,$0,0%
2300,2300,W912DY16C0003,2100,0,$0,0%
2301,2301,36C25620C0140,3600,0,$0,0%
2302,2302,VA25613C0280,3600,11,$1.40 Million,75.3%
2303,2303,36C24222C0140,3600,Empty,Empty,Empty
2304,2304,W912DQ13C4011,2100,0,$0,0%
2305,2305,VA24413C0317,3600,0,$0,0%
2306,2306,VA24413C0154,3600,,,
2307,2307,W912HP23C3001,2100,,,
2308,2308,W912DY16C0010,2100,2,$4.87 Million,90.2%
2309,2309,VA786AC0355,3600,0,$0,0%
2310,2310,AG32SDC160029,12H2,0,$0,0%
2311,2311,FA481921C0012,5700,Empty,Empty,Empty
2312,2312,36C25222C0034,3600,0,$0,0%
2313,2313,DACA6703C0201,2100,0,$0,0%
2314,2314,W9124E06C0018,2100,0,$0,0%
2315,2315,GS11P12MAM0332,4740,,,
2316,2316,VA25112C0145,3600,0,$0,0%
2317,2317,DEAC2606NT42827,8900,,,
2318,2318,36C26118C0060,3600,0,$0,0%
2319,2319,GS09P11KLC0002,4740,,,
2320,2320,W912QR20C0066,2100,Empty,Empty,Empty
2321,2321,F0865003C0065,5700,Empty,Empty,Empty
2322,2322,W91B4L09C0079,2100,Empty,Empty,Empty
2323,2323,47PB0621C0008,4740,Empty,Empty,Empty
2324,2324,W912ER09C0048,2100,Empty,Empty,Empty
2325,2325,AG9A40C100027,12C2,Empty,Empty,Empty
2326,2326,GS04P17RRC0007,4740,0,$0,0%
2327,2327,VA259C0182,3600,0,$0,0%
2328,2328,F11CC10359,3300,0,$0,0%
2329,2329,GS03P17DXC0004,4740,0,$0,0%
2330,2330,F15CC10434,3300,0,$0,0%
2331,2331,47PE0218C0013,4740,Empty,Empty,Empty
2332,2332,N3654A07C2013,1700,Empty,Empty,Empty
2333,2333,GS10P09XAC0015,4740,,,
2334,2334,GS04P04EXC0070,4740,0,$0,0%
2335,2335,47PK1122C0016,4740,,,
2336,2336,AG511450511442100,12H2,0,$0,0%
2337,2337,36C25721C0033,3600,0,$0,0%
2338,2338,140A1623C0010,1450,,,
2339,2339,W912P909C0410,2100,0,$0,0%
2340,2340,GS03P15AZC0019,4740,Empty,Empty,Empty
2341,2341,W91QV109C0032,2100,0,$0,0%
2342,2342,47PJ0023C0022,4740,,,
2343,2343,75H70124C00030,7527,,,
2344,2344,W5J9LE13C0028,2100,0,$0,0%
2345,2345,FA664823C0011,5700,Empty,Empty,Empty
2346,2346,140P2022C0111,1443,,,
2347,2347,W912QR04C0009,2100,0,$0,0%
2348,2348,GS11P09MAM0087,4740,0,$0,0%
2349,2349,VA259C0354,3600,0,$0,0%
2350,2350,75N99020C00033,7529,,,
2351,2351,W912BU20C0063,2100,,,
2352,2352,140P5422C0008,1443,,,
2353,2353,GS03P04DXC0013,4740,0,$0,0%
2354,2354,N6247313C2611,1700,Empty,Empty,Empty
2355,2355,W91B4N10C8149,2100,0,$0,0%
2356,2356,GS06P06GYC0011,4740,0,$0,0%
2357,2357,AG32KWC170022,12K3,,,
2358,2358,W5J9JE12C0150,2100,0,$0,0%
2359,2359,INPC5292102042,1443,0,$0,0%
2360,2360,W912ER14C0009,2100,0,$0,0%
2361,2361,W9124721C0009,2100,0,$0,0%
2362,2362,36C25722C0093,3600,0,$0,0%
2363,2363,N0016722C0013,1700,Empty,Empty,Empty
2364,2364,VA528C0905,3600,0,$0,0%
2365,2365,V623C733,3600,0,$0,0%
2366,2366,N3654A08C8003,1700,Empty,Empty,Empty
2367,2367,GS10P08LTC0066,4740,Empty,Empty,Empty
2368,2368,47PE0122C0012,4740,Empty,Empty,Empty
2369,2369,GS01P10NLC0020,4740,Empty,Empty,Empty
2370,2370,697DCK18C00333,6920,Empty,Empty,Empty
2371,2371,W912P514C0021,2100,Empty,Empty,Empty
2372,2372,140P4318C0046,1443,Empty,Empty,Empty
2373,2373,W9127823C0016,2100,Empty,Empty,Empty
2374,2374,W912BV12C0021,2100,Empty,Empty,Empty
2375,2375,AG3K15503K1540600,12H2,Empty,Empty,Empty
2376,2376,140P4220C0014,1443,Empty,Empty,Empty
2377,2377,GS04P06EXC0090,4740,Empty,Empty,Empty
2378,2378,AG4431C110014,12H2,Empty,Empty,Empty
2379,2379,FA480316C0010,5700,Empty,Empty,Empty
2380,2380,GS04P10EXC0147,4740,Empty,Empty,Empty
2381,2381,V564C331,3600,Empty,Empty,Empty
2382,2382,47PK0522C0006,4740,Empty,Empty,Empty
2383,2383,GS04P15EXC0188,4740,Empty,Empty,Empty
2384,2384,W9128F22C0006,2100,Empty,Empty,Empty
2385,2385,INPC1211070905,1443,Empty,Empty,Empty
2386,2386,VA247C0551,3600,Empty,Empty,Empty
2387,2387,W911SA24C2007,2100,Empty,Empty,Empty
2388,2388,GS11P10NWC0079,4740,Empty,Empty,Empty
2389,2389,AG82FT5082FT04110,12C2,Empty,Empty,Empty
2390,2390,GS11P05MAC0294,4740,Empty,Empty,Empty
2391,2391,12305B19C0052,12H2,Empty,Empty,Empty
2392,2392,W912L115C0026,2100,Empty,Empty,Empty
2393,2393,VA261C0304,3600,Empty,Empty,Empty
2394,2394,HHSD200201357144C,7523,Empty,Empty,Empty
2395,2395,V504C50130,3600,Empty,Empty,Empty
2396,2396,VA247RA0829,3600,Empty,Empty,Empty
2397,2397,0436CW10452,3300,Empty,Empty,Empty
2398,2398,W9124M07C0019,2100,Empty,Empty,Empty
2399,2399,INPC5320090043,1443,Empty,Empty,Empty
2400,2400,DJBP0700COBO117,1540,Empty,Empty,Empty
2401,2401,GS10P14XJC0031,4740,Empty,Empty,Empty
2402,2402,W912EK15C0038,2100,Empty,Empty,Empty
2403,2403,INP16PC00725,1443,Empty,Empty,Empty
2404,2404,W912J311C0002,2100,Empty,Empty,Empty
2405,2405,DTFAAC15C00027,6920,,,
2406,2406,36C24719C0121,3600,,,
2407,2407,47PE0219C0031,4740,,,
2408,2408,697DCK20C00202,6920,,,
2409,2409,W9128F10C0008,2100,Empty,Empty,Empty
2410,2410,INPC8227063002,1443,Empty,Empty,Empty
2411,2411,36C24620C0090,3600,Empty,Empty,Empty
2412,2412,697DCK23C00188,6920,,,
2413,2413,W91QF424C0001,2100,,,
2414,2414,W912BV06C2012,2100,Empty,Empty,Empty
2415,2415,VA247C0129,3600,0,$0,0%
2416,2416,VA263C0116,3600,0,$0,0%
2417,2417,W911XK09C0009,2100,0,$0,0%
2418,2418,GS07P13UTC0013,4740,0,$0,0%
2419,2419,SALMEC07C0012,1900,0,$0,0%
2420,2420,N3319113C1218,1700,Empty,Empty,Empty
2421,2421,12314218C0022,1205,,,
2422,2422,70B01C18C00000137,7014,,,
2423,2423,36C24225C0011,3600,0,$0,0%
2424,2424,W91B4M10C4014,2100,0,$0,0%
2425,2425,N6247317C1422,1700,Empty,Empty,Empty
2426,2426,V554H50007,3600,0,$0,0%
2427,2427,VA24217C0129,3600,0,$0,0%
2428,2428,GS06P07GYC0005,4740,0,$0,0%
2429,2429,W9124N10C0055,2100,0,$0,0%
2430,2430,GS11P06ZGC0129,4740,0,$0,0%
2431,2431,W912DR23C0031,2100,,,
2432,2432,VA247C0786,3600,0,$0,0%
2433,2433,70B01C24C00000161,7014,,,
2434,2434,V247C0404,3600,Empty,Empty,Empty
2435,2435,VA608C80191,3600,Empty,Empty,Empty
2436,2436,W91B4M09C4068,2100,0,$0,0%
2437,2437,AG02RCC100040,12C2,0,$0,0%
2438,2438,GS08P08JBP0147,4740,0,$0,0%
2439,2439,HSFLGL13C00013,7015,0,$0,0%
2440,2440,N4008524C0038,1700,Empty,Empty,Empty
2441,2441,VA247C0918,3600,0,$0,0%
2442,2442,36C24824C0014,3600,,,
2443,2443,N4425514C8003,1700,Empty,Empty,Empty
2444,2444,GS06P03TDC0014,4740,Empty,Empty,Empty
2445,2445,FA449710H0001,5700,Empty,Empty,Empty
2446,2446,47PK0621C0006,4740,Empty,Empty,Empty
2447,2447,W911S619C0005,2100,Empty,Empty,Empty
2448,2448,GS11P16YTC7165,4740,Empty,Empty,Empty
2449,2449,W912QR04C0026,2100,0,$0,0%
2450,2450,GS11P07YEC0037,4740,0,$0,0%
2451,2451,AG32SCC170063,12H2,,,
2452,2452,47PK0919C0013,4740,,,
2453,2453,140P2020C0041,1443,,,
2454,2454,36C25219C0035,3600,0,$0,0%
2455,2455,FA252105C0062,5700,Empty,Empty,Empty
2456,2456,SIT70008C0011,1900,,,
2457,2457,W5J9JE12C0001,2100,0,$0,0%
2458,2458,HHSD200201588134C,7523,,,
2459,2459,36C24821C0028,3600,0,$0,0%
2460,2460,36C25924C0131,3600,0,$0,0%
2461,2461,VA262C0424,3600,0,$0,0%
2462,2462,FA281611C0010,5700,Empty,Empty,Empty
2463,2463,W9133L18C0011,2100,0,$0,0%
2464,2464,W912QR05C0032,2100,0,$0,0%
2465,2465,VA256C1454A,3600,0,$0,0%
2466,2466,V255657A10291,3600,,,
2467,2467,W9124Q05C0268,2100,0,$0,0%
2468,2468,GS10P07XJP0068,4740,Empty,Empty,Empty
2469,2469,GS08P11JCC0015,4740,Empty,Empty,Empty
2470,2470,VA244C0409,3600,0,$0,0%
2471,2471,W912QR12C0081,2100,0,$0,0%
2472,2472,NNG14WA51C,8000,,,
2473,2473,VA25616C0105,3600,Empty,Empty,Empty
2474,2474,36C24919C0170,3600,0,$0,0%
2475,2475,VA248C1542,3600,0,$0,0%
2476,2476,INPC2011111172,1443,,,
2477,2477,509SCP051K213,12C2,0,$0,0%
2478,2478,AG3K15503K1550900,12H2,,,
2479,2479,VAC72028,3600,,,
2480,2480,VA69DC0756,3600,0,$0,0%
2481,2481,W9124211C0001,2100,0,$0,0%
2482,2482,VA24312C0120,3600,0,$0,0%
2483,2483,FA488709C0039,5700,Empty,Empty,Empty
2484,2484,W9126G06C0038,2100,0,$0,0%
2485,2485,W5K9FH12C0158,2100,Empty,Empty,Empty
2486,2486,GS03P14QBP0021,4740,Empty,Empty,Empty
2487,2487,GS01P13NFC0050,4740,Empty,Empty,Empty
2488,2488,GS03P11QKC0110,4740,Empty,Empty,Empty
2489,2489,W91QV116C0130,2100,Empty,Empty,Empty
2490,2490,47PG0722C0002,4740,Empty,Empty,Empty
2491,2491,GS10P04XFC0036,4740,Empty,Empty,Empty
2492,2492,GS11P06MKC0096,4740,Empty,Empty,Empty
2493,2493,HSFE1010C00113,7022,Empty,Empty,Empty
2494,2494,FA930120C0008,5700,Empty,Empty,Empty
2495,2495,FA448419CA039,5700,Empty,Empty,Empty
2496,2496,36C26223C0084,3600,Empty,Empty,Empty
2497,2497,VA256C0108,3600,Empty,Empty,Empty
2498,2498,36C24218C0188,3600,Empty,Empty,Empty
2499,2499,F0436CC10254,3300,Empty,Empty,Empty
2500,2500,N4008507C1338,1700,Empty,Empty,Empty
2501,2501,F0462603C0112,5700,Empty,Empty,Empty
2502,2502,W912L305C0001,2100,Empty,Empty,Empty
2503,2503,VA259C0384,3600,Empty,Empty,Empty
2504,2504,DOLJ051A20101,1630,Empty,Empty,Empty
2505,2505,V600C0512,3600,Empty,Empty,Empty
2506,2506,VA262C0531,3600,Empty,Empty,Empty
2507,2507,75N99019C00007,7529,Empty,Empty,Empty
2508,2508,FA282323C0054,5700,Empty,Empty,Empty
2509,2509,GS05P13SPC0012,4740,Empty,Empty,Empty
2510,2510,VA244C1609,3600,Empty,Empty,Empty
2511,2511,47PD1023C0009,4740,Empty,Empty,Empty
2512,2512,W912HN05C0010,2100,Empty,Empty,Empty
2513,2513,VA244C1884,3600,Empty,Empty,Empty
2514,2514,GS04P07RAP0073,4740,Empty,Empty,Empty
2515,2515,INP10PC76112,1443,Empty,Empty,Empty
2516,2516,HH000200304DGS07P03HHD0114,4740,Empty,Empty,Empty
2517,2517,GS10P10XJP0011,4740,Empty,Empty,Empty
2518,2518,HSCGG115CPFA010,7008,Empty,Empty,Empty
2519,2519,V678C7738A,3600,Empty,Empty,Empty
2520,2520,W912BV16C0035,2100,Empty,Empty,Empty
2521,2521,DTFAWN14C00235,6920,Empty,Empty,Empty
2522,2522,36C24922C0018,3600,Empty,Empty,Empty
2523,2523,GS11P09YEC0133,4740,Empty,Empty,Empty
2524,2524,NNK07CB58C,8000,Empty,Empty,Empty
2525,2525,INP17PC00291,1443,,,
2526,2526,00671200309DV671C619A,3600,,,
2527,2527,VA250C0233,3600,0,$0,0%
2528,2528,INPC1330090046,1443,0,$0,0%
2529,2529,47PC0423C0010,4740,,,
2530,2530,W911S823C0019,2100,,,
2531,2531,W9124206C0001,2100,Empty,Empty,Empty
2532,2532,W912QR07C0009,2100,0,$0,0%
2533,2533,W913FT09C0049,2100,0,$0,0%
2534,2534,VA260C0727,3600,0,$0,0%
2535,2535,36C26319C0194,3600,0,$0,0%
2536,2536,VA25717C0063,3600,0,$0,0%
2537,2537,W91B4P10C0056,2100,0,$0,0%
2538,2538,W912PQ13C0016,2100,0,$0,0%
2539,2539,W9124724C0011,2100,0,$0,0%
2540,2540,36C26224C0308,3600,,,
2541,2541,VA256C0735,3600,0,$0,0%
2542,2542,W912BV12C0018,2100,0,$0,0%
2543,2543,VA24217C0133,3600,0,$0,0%
2544,2544,GS05P13SPC0017,4740,0,$0,0%
2545,2545,N4008523C0056,1700,Empty,Empty,Empty
2546,2546,TOS07120,2001,0,$0,0%
2547,2547,V528C52082,3600,0,$0,0%
2548,2548,VA259C0173,3600,0,$0,0%
2549,2549,GS11P12YTC0248,4740,0,$0,0%
2550,2550,W50SLF24C0009,2100,0,$0,0%
2551,2551,F3861003C0012,5700,Empty,Empty,Empty
2552,2552,N4008313C1037,1700,Empty,Empty,Empty
2553,2553,W9124Q13C0006,2100,,,
2554,2554,W912HN19C3008,2100,,,
2555,2555,DAKF1001C0061,2100,0,$0,0%
2556,2556,W9127S09C0026,2100,0,$0,0%
2557,2557,FA704611C0003,5700,Empty,Empty,Empty
2558,2558,VA528C0510,3600,0,$0,0%
2559,2559,NNG13AZ04C,8000,,,
2560,2560,W912P617C0011,2100,,,
2561,2561,47PD1218C0010,4740,,,
2562,2562,47PE0519C0008,4740,Empty,Empty,Empty
2563,2563,36C26223C0276,3600,Empty,Empty,Empty
2564,2564,FA310316C0003,5700,Empty,Empty,Empty
2565,2565,VA24912C0278,3600,Empty,Empty,Empty
2566,2566,W91QV118C0112,2100,Empty,Empty,Empty
2567,2567,V69DC8758A,3600,,,
2568,2568,FA820116C0055,5700,Empty,Empty,Empty
2569,2569,W9124C20C0015,2100,0,$0,0%
2570,2570,47PJ0019C0046,4740,,,
2571,2571,GS08P10VPC0013,4740,0,$0,0%
2572,2572,36C26220C0212,3600,0,$0,0%
2573,2573,36C25821C0037,3600,0,$0,0%
2574,2574,F0865003C0030,5700,Empty,Empty,Empty
2575,2575,47PH0419C0007,4740,,,
2576,2576,47PK1222C0005,4740,,,
2577,2577,68HERC22C0054,6800,,,
2578,2578,36C78622C0059,3600,0,$0,0%
2579,2579,GS08P15JBP0029,4740,Empty,Empty,Empty
2580,2580,47PE0720C0021,4740,,,
2581,2581,47PD1023C0010,4740,,,
2582,2582,VA263C1260,3600,0,$0,0%
2583,2583,W50S7V24C0004,2100,0,$0,0%
2584,2584,VA255C0013,3600,0,$0,0%
2585,2585,FA252114C0011,5700,Empty,Empty,Empty
2586,2586,GS01P04BWC0125GSP0107NF0034,4740,0,$0,0%
2587,2587,W9124M08C0023,2100,Empty,Empty,Empty
2588,2588,DOCSB134110CN0105,1341,,,
2589,2589,W911SA15C0004,2100,0,$0,0%
2590,2590,75N99024C00052,7529,,,
2591,2591,SMU30005C0005,1900,0,$0,0%
2592,2592,GS09P13KLC0003,4740,0,$0,0%
2593,2593,W91QV115C0085,2100,0,$0,0%
2594,2594,W9127824C0005,2100,,,
2595,2595,N6945017C5639,1700,Empty,Empty,Empty
2596,2596,W911RZ08C0013,2100,0,$0,0%
2597,2597,N4008018C0311,1700,Empty,Empty,Empty
2598,2598,W912QR05C0033,2100,0,$0,0%
2599,2599,GS09P11WFC0015,4740,0,$0,0%
2600,2600,N6247003C4349,1700,Empty,Empty,Empty
2601,2601,FA449704C0014,5700,Empty,Empty,Empty
2602,2602,W912DR05C0006,2100,0,$0,0%
2603,2603,W9127S05C6004,2100,Empty,Empty,Empty
2604,2604,GS11P06YTP0099,4740,0,$0,0%
2605,2605,W91QV114C0037,2100,0,$0,0%
2606,2606,N6945023C0063,1700,Empty,Empty,Empty
2607,2607,36C25924C0022,3600,0,$0,0%
2608,2608,00648200309DV648C475,3600,0,$0,0%
2609,2609,FA667510C0001,5700,Empty,Empty,Empty
2610,2610,47PK1221C0004,4740,Empty,Empty,Empty
2611,2611,W912PQ09C0011,2100,Empty,Empty,Empty
2612,2612,FA441707C0020,5700,Empty,Empty,Empty
2613,2613,36C25718C0102,3600,Empty,Empty,Empty
2614,2614,SGE50017C0051,1900,Empty,Empty,Empty
2615,2615,FA487720C0023,5700,Empty,Empty,Empty
2616,2616,VA263RA0951,3600,Empty,Empty,Empty
2617,2617,VA24416C0333,3600,Empty,Empty,Empty
2618,2618,GS05P09FBC0047,4740,Empty,Empty,Empty
2619,2619,HSBP1017C00146,7014,Empty,Empty,Empty
2620,2620,HSFLGL16C00026,7015,Empty,Empty,Empty
2621,2621,TOS07106,2001,Empty,Empty,Empty
2622,2622,GS04P17EXC0009,4740,Empty,Empty,Empty
2623,2623,47PE0222C0044,4740,Empty,Empty,Empty
2624,2624,47PM0518C0005,4740,Empty,Empty,Empty
2625,2625,GS02P16PWC7034,4740,Empty,Empty,Empty
2626,2626,GS11P12MAM0019,4740,Empty,Empty,Empty
2627,2627,W912JV14C0010,2100,Empty,Empty,Empty
2628,2628,GS08P13JBP0063,4740,Empty,Empty,Empty
2629,2629,FA441610C0048,5700,Empty,Empty,Empty
2630,2630,GS04P08EWC0034,4740,Empty,Empty,Empty
2631,2631,V101DC0210,3600,Empty,Empty,Empty
2632,2632,W91B4P11C0085,2100,Empty,Empty,Empty
2633,2633,W912DY16C0080,2100,Empty,Empty,Empty
2634,2634,W911RZ04C0001,2100,Empty,Empty,Empty
2635,2635,N6247308C7704,1700,Empty,Empty,Empty
2636,2636,GS06P16GXC7022,4740,Empty,Empty,Empty
2637,2637,DTFAWP09C00083,6920,Empty,Empty,Empty
2638,2638,W50S8Q20C0005,2100,Empty,Empty,Empty
2639,2639,N6945008C4078,1700,Empty,Empty,Empty
2640,2640,W5J9LE11C0043,2100,Empty,Empty,Empty
2641,2641,V564C333,3600,Empty,Empty,Empty
2642,2642,V255C657A10290,3600,Empty,Empty,Empty
2643,2643,GS04P10RDC0050,4740,Empty,Empty,Empty
2644,2644,HSBP1015C00071,7014,Empty,Empty,Empty
2645,2645,W912PL09C0025,2100,Empty,Empty,Empty
2646,2646,FA448419CA007,5700,Empty,Empty,Empty
2647,2647,VA256C0019,3600,0,$0,0%
2648,2648,47PM0322C0002,4740,,,
2649,2649,VA262C0146,3600,0,$0,0%
2650,2650,VA256C0026,3600,0,$0,0%
2651,2651,DTFANM08C00103,6920,0,$0,0%
2652,2652,FA485509C0024,5700,Empty,Empty,Empty
2653,2653,W5K9FH12C0134,2100,0,$0,0%
2654,2654,FA281608C0029,5700,Empty,Empty,Empty
2655,2655,FA441714C0028,5700,Empty,Empty,Empty
2656,2656,GS09P08KZC0027,4740,0,$0,0%
2657,2657,VA244RA0997,3600,0,$0,0%
2658,2658,47PK1122C0009,4740,,,
2659,2659,W9124716C0032,2100,0,$0,0%
2660,2660,VA263C0325,3600,0,$0,0%
2661,2661,47PK0921C0002,4740,,,
2662,2662,N4008311C0010,1700,Empty,Empty,Empty
2663,2663,VA263C1300,3600,0,$0,0%
2664,2664,W917BG07C0111,2100,0,$0,0%
2665,2665,N6247203C5717,1700,Empty,Empty,Empty
